row.ID,row m/z,row retention time,smiles,NPC.pathway,NPC.superclass,NPC.class,ClassyFire.most.specific.class
19111,339.1211681,10.472995,CC12CC(OC(=O)C1=CC(C34C2CCC=C3C(=O)OC4)O)C5=COC=C5,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Butenolides
19121,203.179483,10.47525,CC1=CCCC(=C)C=CC(=C(C)C)CC1,Terpenoids,Sesquiterpenoids,Cedrane and Isocedrane sesquiterpenoids,Sesquiterpenoids
19127,314.2695704,10.477683,CCCCCCCCCCCC(=O)NC(CCCC)C(=O)O,Fatty acids,Fatty amides,N-acyl amines,Long-chain fatty acids
19135,347.1488503,10.48026,CC12C3C(C45CC(CCC4C3(C(C6C1O6)O)OC2=O)C(=C)C5)C(=O)O,Terpenoids,Diterpenoids,Gibberellins,C19-gibberellin 6-carboxylic acids
19136,327.1593628,10.480839,CC1CC(C2(C(C13CC(OC3=O)C4=COC=C4)CCC=C2CO)CO)O,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Diterpene lactones
19137,599.1340799,10.481033,NA,Alkaloids,Nucleosides,pteridine alkaloids,N-acyl-alpha amino acids
19140,595.1058425,10.48175,CC(=O)OC1=C(C=C(C=C1)C2=C(C(=O)C3=C(O2)C(=C(C(=C3OC(=O)C)OC(=O)C)OC(=O)C)OC)OC(=O)C)OC,Shikimates and Phenylpropanoids,Flavonoids,Flavonols,Flavonoid-3-O-glycosides
19142,351.0470757,10.483281,C1COC2C1C3=C(O2)C=C(C4=C3OC5=CC(=CC(=C5C4=O)O)O)O,Shikimates and Phenylpropanoids,Cyclic polyketides,2-pyrone derivatives,Benzopyrans
19147,391.1365573,10.4860325,CC1=CC(=O)C2(C1=CC(C34C2C(C5C(C3C(=O)O5)(OC4)C)O)(CC(=O)O)O)C,Terpenoids,Triterpenoids,Quassinoids,Quassinoids
19150,504.2800215,10.4871,CC(C)(CC1=CC=C(C=C1)COCC2C(C(C(C(O2)O)O)O)O)C3CC(C(C(C3O)O)O)CO,Terpenoids,Sesquiterpenoids,Eudesmane sesquiterpenoids,Terpene glycosides
19152,649.3344127,10.487224,CC1C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)N1)CC3=CC=C(C=C3)O)CC4=CC=CC=C4)CC(C)C,Amino acids and Peptides,Oligopeptides,Cyclic peptides,Oligopeptides
19153,423.2011453,10.487667,CC1CC2C(C(CC(=CCC1OC(=O)C)C)OC(=O)C(=CCO)CO)C(=C)C(=O)O2,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Naphthofurans
19155,259.1657078,10.48775,C(CCCNC(=O)C(C(C(C(CO)O)O)O)O)CCN,Amino acids and Peptides,Small peptides,Dipeptides,Dipeptides
19157,671.3162645,10.488005,CC1C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)N1)CC3=CC=C(C=C3)O)CC4=CC=CC=C4)CC(C)C,Amino acids and Peptides,Oligopeptides,Cyclic peptides,Oligopeptides
19163,317.2096181,10.491589,CC12CCC(C(C1CCC(=C)C2CCC3=CCOC3=O)(C)CO)O,Terpenoids,Diterpenoids,Labdane diterpenoids,Gamma butyrolactones
19165,253.17977,10.491739,CC(=C(CC1C(CCC1(C)O)C(=C)C)C(=O)O)C,Terpenoids,Sesquiterpenoids,Bisabolane sesquiterpenoids,Sesquiterpenoids
19166,703.2472905,10.491745,C#CC1=CC2=CC3=C(C=CC(=C3)C#CC4=CC(=CC(=C4)C(=O)OCCOCCOCCO)C#CC5=CC6=C(C=C5)C=C7C=CC(=CC7=C6)C#C)C=C2C=C1,Shikimates and Phenylpropanoids,Flavonoids,Chalcones,Flavonoids
19171,375.2138374,10.493126,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O,Fatty acids,Eicosanoids,Prostaglandins,Prostaglandins and related compounds
19177,327.1579255,10.4948635,CC1CC(C2(C(C13CC(OC3=O)C4=COC=C4)CCC=C2CO)CO)O,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Diterpene lactones
19184,573.1240914,10.495809,CC(=O)OC1=C(C=C(C=C1)C2=C(C(=O)C3=C(O2)C(=C(C(=C3OC(=O)C)OC(=O)C)OC(=O)C)OC)OC(=O)C)OC,Shikimates and Phenylpropanoids,Flavonoids,Flavones,Flavonoid-3-O-glycosides
19190,363.1196469,10.497825,CCC1=C(C(=O)OC2=C1C=CC(=C2)OC)C3=C(C=C(C=C3)OC)OC,Shikimates and Phenylpropanoids,Flavonoids,Simple coumarins,1-benzopyrans
19191,221.1539156,10.497917,C1CC(C(=O)C1)C=CCCCCCCC(=O)O,Terpenoids,Sesquiterpenoids,Caryophyllane sesquiterpenoids,Lipids and lipid-like molecules
19193,249.1478506,10.4985,CC1=CC(C(CCC(=C)C(CC1)O)C(=C)C(=O)O)O,Terpenoids,Sesquiterpenoids,Drimane sesquiterpenoids,Sesquiterpenoids
19195,393.1524919,10.498827,CC12C(CC3C45C1C(C(C(=C)C4CC(=O)O3)O)(OC5)O)C(=CC(=O)C2O)CO,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Diterpene lactones
19198,345.1702666,10.500056,CC1CC2C34COC3(CCCC4C15CC(OC5=O)C6=COC=C6)CO2,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Diterpene lactones
19200,467.2273551,10.500466,CC1=C2C(C(C3(C(CC(C4(C3C(C2(CC1OC(=O)C)C(=C)C)OC4)OC(=O)C)O)O)C)O)O,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Tricarboxylic acids and derivatives
19203,345.2386592,10.50189,CCCCCC(=O)C=CC=CCCCCCCCCCC(=O)O,Fatty acids,Fatty Acids and Conjugates,Hydroxy-hydroperoxyeicosatrienoic acids,Long-chain fatty acids
19208,273.075401,10.503261,C1C(OC2=C(C1=O)C(=C(C(=C2)O)O)O)C3=CC=CC=C3,Shikimates and Phenylpropanoids,Flavonoids,Flavanones,5-hydroxyflavonoids
19219,283.1687933,10.505118,CC1=C(C=CC(=C1)C2(CC(C3=C2C=C(C=C3)O)(C)C)C)O,Terpenoids,Diterpenoids,Abeoabietane diterpenoids,Cumenes
19220,347.1852743,10.505127,CC1C(CC23COC(=O)C2=CCCC3C1(C)CCC4=CCOC4=O)O,Terpenoids,Diterpenoids,Abietane diterpenoids,Diterpenoids
19222,271.0595683,10.505345,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones,5-hydroxyflavonoids
19224,494.2015891,10.505457,C1=CC=C(C=C1)CC(COC(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C2=CC=CC=C2O,Amino acids and Peptides,Small peptides,Dipeptides,Oligopeptides
19228,345.1692024,10.50607,CC1(CCCC2(C1COC2=O)C)C3CC(OC(=O)C3=C)C4=COC=C4,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Diterpene lactones
19229,357.1180695,10.506274,COC1=CC(=CC(=C1OC)OC)C(=O)OC2C(C(C(C(O2)CO)O)O)O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Tannins
19230,507.2019249,10.5063,COC1=CC=C(C=C1)C(=O)OC2=C(C=C(C=C2)CC3C(COC3=O)CC4=CC(=C(C=C4)OC)OC)OC,Shikimates and Phenylpropanoids,Lignans,Dibenzylbutyrolactone lignans,Dibenzylbutyrolactone lignans
19231,301.1784121,10.506615,CC(=O)C1=C(C=C2C(=C1)C(=O)CC3C2(CCCC3(C)C)C)O,Terpenoids,Diterpenoids,Abietane diterpenoids,Diterpenoids
19241,440.2339827,10.509967,CCOC1=CC=C(C=C1)NC2=CC=C(C=C2)NC3=CC=C(C=C3)NC4=CC=C(C=C4)OCC,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids,Benzene and substituted derivatives
19243,221.1900252,10.510316,CC1(CC2C1CCC3(C(CCC2(O3)C)O)C)C,Terpenoids,Sesquiterpenoids,Cedrane and Isocedrane sesquiterpenoids,Cedrane and isocedrane sesquiterpenoids
19246,255.0649408,10.511528,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones,5-hydroxyflavonoids
19253,301.1799351,10.512996,CC(=O)C1=C2C(=O)CC3C(CCCC3(C2=CC(=C1)O)C)(C)C,Terpenoids,Diterpenoids,Abietane diterpenoids,Diterpenoids
19263,325.0672059,10.514433,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavanones,5-hydroxyflavonoids
19264,273.1849659,10.514678,CC1=CC2=C(C=C1O)C3(CCCC(C3CC2)(C)C)C=O,Terpenoids,Meroterpenoids,Cannabinoids,1-hydroxy-2-unsubstituted benzenoids
19274,341.1379806,10.5210495,C=C1CC23COC(=O)C2=CCCC3CC14CC(OC4=O)C5=COC=C5,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Butenolides
19277,351.2161204,10.521919,CC12CCC(C(C1CCC(=C)C2CC(C3=CCOC3=O)O)(C)CO)O,Terpenoids,Diterpenoids,Labdane diterpenoids,Enoate esters
19280,339.107531,10.524233,COC1=CC(=CC(=C1OC)OC)C(=O)OC2C(C(C(C(O2)CO)O)O)O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Tannins
19282,275.1616851,10.525385,CC12CCCC(C1CC(CC2)C(=C)C(=O)O)(C)O,Terpenoids,Sesquiterpenoids,Caryophyllane sesquiterpenoids,Sesquiterpenoids
19283,573.1223033,10.52585,CC(=O)OCC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)OC)O)OC)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Dihydroflavonols,Flavonoid-3-O-glycosides
19297,273.1457671,10.53355,CCCCCCCCC(=O)C1=C(C=C(C=C1)O)O,Polyketides,Sesquiterpenoids,Chiloscyphane sesquiterpenoids,Alkyl-phenylketones
19301,301.2146576,10.53515,CC(C)C1=C(C=C2C(=C1)CCC3C2(CCCC3(C)C)C=O)O,Terpenoids,Diterpenoids,Abietane diterpenoids,Diterpenoids
19302,317.2113336,10.535283,CC(=CC=O)C=CC1C(=C)CCC2C1(CCCC2(C)C(=O)O)C,Terpenoids,Diterpenoids,Labdane diterpenoids,Diterpenoids
19307,257.0806999,10.536367,C1=CC=C(C=C1)C=CC(=O)C2=C(C=C(C=C2O)O)O,Shikimates and Phenylpropanoids,Coumarins,Isocoumarins,Stilbenes
19311,293.1736264,10.537518,C=CC1CCCC=CC2CC(CC2C(C=CC(=O)O1)O)O,Polyketides,Macrolides,Polyene macrolides,Macrolides and analogues
19312,315.1564465,10.537518,CCCCCCCCOC(=O)C=CC1=CC(=C(C=C1)O)O,Terpenoids,Sesquiterpenoids,Cinnamic acids and derivatives,Coumaric acids and derivatives
19315,299.1637164,10.538149,CC1C(=CC2=COC=C2)C(=O)C=C3C1(C(CCC3)O)CC=C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Dihydrofurans
19318,469.3314123,10.5390415,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1O)C)C(=O)O)C,Terpenoids,Triterpenoids,Ursane and Taraxastane triterpenoids,Triterpenoids
19321,357.1329688,10.541764,C=C1CC2C3(C(C14CC(OC4=O)C5=COC=C5)CCC=C3C(=O)O2)CO,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Butenolides
19327,333.2056391,10.542825,CC12CCC(C(C1CCC(=C)C2CC(C3=CCOC3=O)O)(C)CO)O,Terpenoids,Diterpenoids,Labdane diterpenoids,Diterpene lactones
19332,533.1286971,10.544637,COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)OC4C(C(C(C(O4)COC(=O)CC(=O)O)O)O)O,Shikimates and Phenylpropanoids,Isoflavonoids,Isoflavones,Isoflavonoid O-glycosides
19335,505.1842347,10.545236,CC(=O)OC(C1COC(C1COCC2=CC=CC=C2)C3=CC4=C(C=C3)OCO4)C5=CC6=C(C=C5)OCO6,Shikimates and Phenylpropanoids,Lignans,Dibenzylbutyrolactone lignans,Dibenzylbutyrolactone lignans
19341,373.1980909,10.547257,CCC=CCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O,Fatty acids,Eicosanoids,Prostaglandins,Prostaglandins and related compounds
19342,593.256702,10.547566,CC1=C2C(C(C3(C(CC(C(C3C(C2(CC1OC(=O)C)C(C)(C)O)O)CO)OC(=O)C)OC(=O)C)C)OC(=O)C)O,Polyketides,Sesquiterpenoids,Macrolide lactones,Tetracarboxylic acids and derivatives
19344,364.1756494,10.548833,CC12C(C=CC3(C1C(C45C3CCC(C4)(C(=C)C5)O)C(=O)O)OC2=O)O,Terpenoids,Diterpenoids,Gibberellins,C19-gibberellin 6-carboxylic acids
19346,487.1739046,10.549038,CCC1=CC2=C(C=C1OC(=O)C3=CC=CC=C3OC)OC(=C(C2=O)C4=CC5=C(C=C4)OCCCO5)C,Shikimates and Phenylpropanoids,Lignans,Furofuranoid lignans,Furanoid lignans
19347,317.1020071,10.549874,COC1=C(C2=C(C(=O)CC(O2)C3=CC=C(C=C3)O)C(=C1)O)OC,Shikimates and Phenylpropanoids,Flavonoids,Flavanones,O-methylated flavonoids
19350,315.1951511,10.55011,CC12CCC(C(C1CCC(=C)C2CC(C3=CCOC3=O)O)(C)CO)O,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Diterpene lactones
19351,487.3418607,10.550422,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1(C)O)C)C(=O)O,Terpenoids,Triterpenoids,Ursane and Taraxastane triterpenoids,Triterpenoids
19352,329.1360251,10.550762,CC(=O)OC1CCC2(C(O2)CC3C(CC1=C)OC(=O)C3=C)C,Terpenoids,Diterpenoids,Podocarpane diterpenoids,Terpene lactones
19356,487.1754215,10.551796,COC(C1C(C(C2=C1C=C(C=C2O)O)C3=CC=C(C=C3)O)C4=CC(=CC(=C4)O)O)C5=CC=C(C=C5)O,Shikimates and Phenylpropanoids,Lignans,Furofuranoid lignans,Furofuran lignans
19359,505.2063277,10.552113,CC1(C2CC(=O)C3(C(C24COC(=O)CC4O1)C(CC(C35C(O5)C(=O)O)(C)C(C6=COC=C6)O)O)C)C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Diterpene lactones
19360,505.1859589,10.552255,CC(=O)OC(C1COC(C1COCC2=CC=CC=C2)C3=CC4=C(C=C3)OCO4)C5=CC6=C(C=C5)OCO6,Shikimates and Phenylpropanoids,Lignans,Dibenzylbutyrolactone lignans,Dibenzylbutyrolactone lignans
19361,339.0840603,10.552274,COC1=CC(=C(C=C1)C(=O)OC2=CC=C(C=C2)C(=O)OC)OC,Shikimates and Phenylpropanoids,Lignans,Simple coumarins,1-benzopyrans
19362,375.1304419,10.552733,NA,Amino acids and Peptides,Amino acid glycosides,Glucosinolates,L-alpha-amino acids
19363,401.1596605,10.553,CC1CC(C23COC(=O)C2=CCCC3C14CC(OC4=O)C5=COC=C5)OC(=O)C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Colensane and clerodane diterpenoids
19364,341.1364901,10.553567,C=C1CC23COC(=O)C2=CCCC3CC14CC(OC4=O)C5=COC=C5,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Butenolides
19365,357.1313022,10.553567,CC12CC(OC(=O)C1=CC(C34C2CCC=C3C(=O)OC4)O)C5=COC=C5,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Butenolides
19372,784.371947,10.55405,C1=CC=C(C=C1)CC(C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NCC(=O)NC(CC(=O)N)C(=O)NC(CCCN=C(N)N)C(=O)O)N,Amino acids and Peptides,Small peptides,Tripeptides,Oligopeptides
19373,327.1590871,10.554955,CC1CC(C2(C(C13CC(OC3=O)C4=COC=C4)CCC=C2CO)CO)O,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Diterpene lactones
19376,649.179261,10.556273,CC(C)C(C(=O)NC(CC(=O)O)C(=O)S)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)OCC1=CC=CC=C1,Amino acids and Peptides,Small peptides,Tripeptides,Peptides
19379,329.1385891,10.558446,CC12C3C(C45CC(=C)C(C4)(CCC5C3=CC(C1O)OC2=O)O)C(=O)O,Terpenoids,Diterpenoids,Gibberellins,Diterpene lactones
19387,375.1324536,10.560676,NA,Amino acids and Peptides,Amino acid glycosides,Glucosinolates,Alkylglucosinolates
19396,313.1795437,10.563275,CC(C)C1=C(C(=C2C(=C1)C3CC4C2(CCCC4(C)C)C(=O)O3)O)O,Terpenoids,Diterpenoids,Podocarpane diterpenoids,Diterpene lactones
19402,587.2095273,10.565329,CC(=O)NC1C(C(C(OC1OC)CO)OC2C(C(C(C(O2)COC(=O)C)OC(=O)C)OC(=O)C)NC(=O)C)O,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Tetracarboxylic acids and derivatives
19406,417.1544685,10.5668,CC12CC(OC13CC(C4(C2CC5CC4C(=O)O5)CC(=O)OC)OC3=O)C6=COC=C6,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Dicarboxylic acids and derivatives
19407,331.0815294,10.567085,COC1=C(C(=C2C(=C1O)C(=O)C=C(O2)C3=CC=C(C=C3)O)OC)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones,6-O-methylated flavonoids
19414,163.0751576,10.568594,C(=CC=CC=O)C=CC=CC=O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Benzene and substituted derivatives
19415,509.2346026,10.568756,C=CC(=O)NCCCCCC(=O)NC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O,Carbohydrates,Aminosugars and aminoglycosides,Aminosugars,Amino acids and derivatives
19416,325.1420795,10.569022,CC1CC2C3=C(C14CC(OC4=O)C5=COC=C5)CCCC3(C(=O)O2)C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Dicarboxylic acids and derivatives
19420,343.1525682,10.570617,CC1CC2C3=C(C14CC(OC4=O)C5=COC=C5)CCCC3(C(=O)O2)C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Butenolides
19422,353.0633741,10.570946,COC1=C(C2=C(C(=C1)O)C(=O)C(=C(O2)C3=CC=CC=C3O)O)OC,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,Coumarins and derivatives
19427,297.1844125,10.5721245,CC(=CC=CC=C(C)C=CC=C(C)C=O)C=CC=C(C)C=O,Terpenoids,Steroids,Pregnane steroids,Steroids and steroid derivatives
19437,329.1746434,10.574414,CC1=CCCC2=CC(CC(=CC3C(CC1)C(=C)C(=O)O3)C)OC2=O,Terpenoids,Diterpenoids,Cembrane diterpenoids,Butenolides
19438,339.1209065,10.574625,CC12CC(OC(=O)C1C3C(O3)C45C2CCC=C4C(=O)OC5)C6=COC=C6,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Butenolides
19439,582.2540302,10.5749235,CC1=CC2C3(C(C4C(=CC(C(C4(C(C(C1)OC(=O)C)OC(=O)C)C)OC(=O)C)O)C)OC(=O)C)C(O3)(C(=O)O2)C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Diterpenoids
19443,389.1929924,10.576423,C1CN(CCN(CCN(CCN(C1)CC=O)CP(=O)(O)O)CC=O)CC=O,Amino acids and Peptides,Small peptides,Tripeptides,Oligopeptides
19444,315.0859849,10.576657,C1=CC(=C(C=C1C=CC(=O)OC=CC2=CC(=C(C=C2)O)O)O)O,Shikimates and Phenylpropanoids,Lignans,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives
19447,341.1745708,10.577213,COC(=O)CCCC#CCC#CCC#CCC#CCCCC(=O)OC,Terpenoids,Diterpenoids,Halimane diterpenoids,Prenol lipids
19451,455.0944045,10.578206,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)CO)O)O)O)O,Shikimates and Phenylpropanoids,Isoflavonoids,Isoflavones,Flavonoid O-glycosides
19453,187.1328125,10.579217,CCC(=O)CCCCCC(=O)OC,Fatty acids,Fatty esters,Hydroxy fatty acids,Fatty alcohols
19456,433.112606,10.579415,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)CO)O)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones,Flavonoid O-glycosides
19464,485.1031641,10.582684,COC1=CC(=C2C(=C1)OC(=C(C2=O)O)C3=CC=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)O,Alkaloids,Pseudoalkaloids,pteridine alkaloids,Amino acids
19467,439.155622,10.58277,C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCCC3=CC=CC=C3)O)O)O)O)O)O,Terpenoids,Monoterpenoids,Secoiridoid monoterpenoids,O-glycosyl compounds
19468,325.1432362,10.582885,CC1CC2C3=C(C14CC(OC4=O)C5=COC=C5)CCCC3(C(=O)O2)C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Dicarboxylic acids and derivatives
19470,335.0521675,10.583621,COC1=C(C(=O)OC2=C1C=CC=C2O)OC(=O)C3=CC=CC=C3,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acids and derivatives
19473,499.1198269,10.584646,COC(=O)C1=CC(=NN1)NC(=O)C2=CC(=NN2)NC(=O)C3=CC(=NN3)NC(=O)C4=NNC(=C4)[N+](=O)[O-],Amino acids and Peptides,Small peptides,Tripeptides,Oligopeptides
19477,405.1906601,10.585536,CC=C(C)C(=O)OC1CC2(C(O2)CC(C(=CC3C1C(=C)C(=O)O3)C)OC(=O)C)C,Terpenoids,Sesquiterpenoids,Eremophilane sesquiterpenoids,Sesquiterpenoids
19481,375.1439448,10.586483,CC1CC(C23COC(C24CO4)(CCC3(C15CC(OC5=O)C6=COC=C6)O)O)O,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Dicarboxylic acids and derivatives
19482,415.136333,10.587267,CC=C(C)C(=O)OC1CC2(CO2)C3C(C=C(C3(C4C1C(=C)C(=O)O4)O)CO)O,Terpenoids,Triterpenoids,Quassinoids,Quassinoids
19489,235.1690889,10.590366,CC(C)C1C(CC2(C(O2)CCC3(C(C1O)O3)C)C)O,Terpenoids,Sesquiterpenoids,Valerenane sesquiterpenoids,Sesquiterpenoids
19494,191.1432585,10.592295,CC1=C(C(CCC1=O)(C)C)C=CC=C,Terpenoids,Sesquiterpenoids,Cadinane sesquiterpenoids,Sesquiterpenoids
19495,626.1275894,10.5927,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C(C(=O)O)O)O)N)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones,Flavonoid O-glycosides
19498,195.0652668,10.59312,COC(=O)C=CC1=CC(=C(C=C1)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acids and derivatives
19506,246.2413461,10.596538,CCCCCCCCCCN(CCO)CCO,Fatty acids,Fatty acyls,Fatty alcohols,"1,2-aminoalcohols"
19508,343.1537886,10.597431,CC1CC2C3=C(C14CC(OC4=O)C5=COC=C5)CCCC3(C(=O)O2)C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Gamma butyrolactones
19512,171.1164501,10.598316,CC1=CC=C(C=C1)C=C(C=C)C=C,Terpenoids,Sesquiterpenoids,Guaiane sesquiterpenoids,Guaianes
19514,273.1461759,10.598648,C1=CC=C(C(=C1)CCCCCCCCC(=O)O)O,Terpenoids,Sesquiterpenoids,Eudesmane sesquiterpenoids,1-hydroxy-2-unsubstituted benzenoids
19518,381.1089434,10.599812,CC1=NC2=CC=NN2C(=C1)NC3=CC=C(C=C3)C4=CC=CC=C4P(=O)(O)O,Alkaloids,Anthranilic acid alkaloids,Quinazoline alkaloids,Benzene and substituted derivatives
19520,353.0621011,10.600709,CC1=NC(=NC=C1C2=NC=C(N2C)[N+](=O)[O-])C3=CC=C(O3)[N+](=O)[O-],Alkaloids,Histidine alkaloids,Imidazole alkaloids,Benzodiazines
19526,251.1641205,10.603027,CC1C(CCC2=CC(=O)C(CC12C)(C(=C)C)O)O,Terpenoids,Sesquiterpenoids,Nardosinane sesquiterpenoids,Sesquiterpenoids
19529,135.0442347,10.604474,[CH]C1=CC(=CC=C1)C(=O)O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Benzoic acids
19533,525.1934479,10.605257,CC=CC1=CC(=C(C(=C1)OC)OC2C(C(C(C(O2)COC3C(C(C(C(O3)C)O)O)O)O)O)O)OC,Terpenoids,Sesquiterpenoids,Trichothecane sesquiterpenoids,Sesquiterpenoids
19537,331.0802059,10.606715,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC)O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavonols,8-O-methylated flavonoids
19541,471.3102148,10.60765,CC12CCC(C(C1CCC3(C2CC=C4C3(CCC5(C4CC(=C)CC5)C(=O)O)C)C)(C)C(=O)O)O,Terpenoids,Triterpenoids,"Lanostane, Tirucallane and Euphane triterpenoids",Triterpenoids
19543,251.0696402,10.609266,C1=CC(=CC=C1C=CC(=O)C2=CC=C(C=C2)O)C(=O)O,Shikimates and Phenylpropanoids,Flavonoids,Chalcones,Naphthalenes
19546,407.1697633,10.609661,CC1=CC(C2C(C(C(=C)CCC1OC(=O)C)OC(=O)C)OC(=O)C2=C)OC(=O)C,Terpenoids,Sesquiterpenoids,Germacrane sesquiterpenoids,Sesquiterpene lactones
19555,485.2002819,10.614117,CC(=O)OCC(C1C(C(C(C(O1)OC2CCCCC2)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,Terpenoids,Sesquiterpenoids,Trichothecane sesquiterpenoids,Terpene glycosides
19557,376.1749349,10.614975,C=CC(=O)CCCOC(=O)C1=CC(=CC=C1)C(=O)OCCCC(=O)C=C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Diterpenoids
19564,335.0531128,10.618129,COC1=C(C(=O)OC2=C1C=CC=C2O)OC(=O)C3=CC=CC=C3,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acids and derivatives
19566,371.1489994,10.618696,CC12CC=C3C(=O)OC(CC3(C1CC4C(C2(C(=O)OC)O)O4)C)C5=COC=C5,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Diterpene lactones
19568,351.0476733,10.619273,COC1=C2C3=C(C(=O)OC=C3)C(=O)OC2=C4C5CCOC5OC4=C1,Polyketides,Aromatic polyketides,Depsidones,Depsides and depsidones
19572,359.111656,10.620946,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)OC)OC)OC,Shikimates and Phenylpropanoids,Flavonoids,Flavonols,O-methylated flavonoids
19574,595.2355505,10.621783,CC1CC(C2(C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O)O)OC(=O)C(=CCCC(=CCO)C)C,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Iridoid O-glycosides
